date,forecast,lower_bound,upper_bound
2020-04-10,26.26040675636096,23.21942840463278,29.301385108089143
2020-04-11,26.655404944546465,23.614426592818283,29.696383296274647
2020-04-12,25.809320188515578,22.768341836787396,28.85029854024376
2020-04-13,25.084701944348986,22.043723592620804,28.125680296077167
2020-04-14,24.64357523903065,21.602596887302468,27.68455359075883
